,file,book,chapter,question,answer
290,bamidbar32,במדבר,32,"שני השבטים מציעים בבקשתם השנייה, להיות חיל חלוץ בכיבוש הארץ",True
291,bamidbar32,במדבר,32,"משה בתשובתו, מציע ששני השבטים יישארו רק לכיבוש של הימים הראשונים בארץ",False
292,bamidbar32,במדבר,32,משה בתשובתו לשני השבטים  משנה את סדר העדיפויות  ומקדים את הבנייה לילדיהם ורק אח'כ את גדרות הצאן,True
293,bamidbar32,במדבר,32,שני השבטים אינם מסכימים לתנאיו של משה,False
294,bamidbar32,במדבר,32,שני השבטים מסכימים להשאיר בגלעד את כל השייך להם,True
295,bamidbar32,במדבר,32,יהושע וכלב הם הממונים על קיום התנאי ע'י שני השבטים,False
296,bamidbar32,במדבר,32,"משה אומר לממונים על הביצוע של שני השבטים שהתנאי הוא, ששני השבטים יהוו חיל חלוץ במלחמות הכיבוש של ארץ כנען, רק כך ירשו נחלה בעבר הירדן המזרחי",True
298,bamidbar32,במדבר,32,"שבט מנשה לא הוזכר עד עכשיו, רק כשמזכירה התורה את נחלות השבטים בעבר הירדן המזרחי היא מציינת גם את חצי שבט מנשה ",True
299,bamidbar32,במדבר,32,שניים וחצי השבטים קיבלו נחלתם מהשטחים שנכבשו ממואב ואדום,True
300,bamidbar32,במדבר,32,יאיר ונובח שינו שמות ערים שהם לכדו וקראו אותם על שמם,True
301,bamidbar35,במדבר,35,ה' מצווה את משה לתת ללוויים 48 ערים ברחבי ארץ ישראל,True
302,bamidbar35,במדבר,35,בתוך ערי הלויים כלולות גם 6  ערי המקלט,True
305,bamidbar35,במדבר,35,בפרקנו יש צו לעשות 5 ערי מקלט,False
307,bamidbar35,במדבר,35,מטרת עיר המקלט להציל רוצח בשגגה מגואל הדם (קרוב של הנרצח),True
308,bamidbar35,במדבר,35,"רצח במזיד נמדד על – פי כלי הרצח, אם יש בו כדי להמית (למשל גודל האבן – שהשתמש בה הרוצח)",True
309,bamidbar35,במדבר,35,"""אשר ימות בו"" כוונתו , שיש בו כדי להמית",True
310,bamidbar35,במדבר,35,"מותר לגואל הדם לרדוף ולפגוע ברוצח במזיד , בכל מקום ואפילו בעיר מקלט",False
311,bamidbar35,במדבר,35,בצדייה = במארב,True
312,bamidbar35,במדבר,35,"""ואם בפתע בלא איבה הדפו"" = פגע בו בלי כוונה",True
313,bamidbar35,במדבר,35,"אסור לרוצח בשגגה לעזוב את עיר המקלט, אלא עם מות הכהן הגדול",True
314,bamidbar35,במדבר,35,"אם הרוצח בשגגה יצא במקרה מחוץ לעיר המקלט, אסור לגואל הדם לפגוע בו",False
315,bamidbar35,במדבר,35,אדם שהרג במזיד יכול לשלם כופר במקום עונש מוות,False
316,bamidbar35,במדבר,35,אדם שהרג בשגגה יכול לשלם כופר ולצאת מעיר המקלט,False
321,bereshit33,בראשית,33,"כשיעקב ראה את עשו, הוא פיצל  את משפחתו לשני חלקים",True
322,bereshit33,בראשית,33,סדר המשפחה לקראת הפגישה: קודם בלהה וזילפה עם ילדיהן בסוף רחל ויוסף,True
323,bereshit33,בראשית,33,יעקב השתחווה 8 פעמים לעשו,False
324,bereshit33,בראשית,33,"בפגישה בין יעקב לעשו לא היו גילויי אהבה,  לא התחבקו , לא התנשקו לא בכו",False
325,bereshit33,בראשית,33,""" מִי אֵלֶּה לָּךְ?"" שואל יעקב את עשו",False
326,bereshit33,בראשית,33,""" הַיְלָדִים אֲשֶׁר חָנַן אֱלֹהִים אֶת עַבְדֶּך""ָ: אומר יעקב לעשו",True
328,bereshit33,בראשית,33,""" מִי לְךָ כָּל הַמַּחֲנֶה הַזֶּה אֲשֶׁר פָּגָשְׁתִּי?"" שואל עשו את יעקב",True
329,bereshit33,בראשית,33,""" יְהִי לְךָ אֲשֶׁר לָךְ"", אומר עשו ליעקב",True
330,bereshit33,בראשית,33,יעקב לא הצליח לשכנע את עשו שיקח את מתנותיו,False
331,bereshit33,בראשית,33,""" נִסְעָה וְנֵלֵכָה וְאֵלְכָה לְנֶגְדֶּךָ"" אומר יעקב לעשו",False
341,bereshit34,בראשית,34,דינה ניסתה למצוא חברות בשכם,True
342,bereshit34,בראשית,34,שכם לקח אותה ואנסה,True
343,bereshit34,בראשית,34,שכם התאהב בדינה,True
344,bereshit34,בראשית,34,תגובת יעקב כששמע אודות האונס – החריש עד ששבו בניו מעבודתם,True
345,bereshit34,בראשית,34,חמור היה בנו של שכם,False
346,bereshit34,בראשית,34,""" נְבָלָה עָשָׂה בְיִשְׂרָאֵל לִשְׁכַּב אֶת בַּת יַעֲקֹב וְכֵן לֹא יֵעָשֶׂה"": ולכן בני יעקב לא כעסו
",False
347,bereshit34,בראשית,34,""" וְהִתְחַתְּנוּ אֹתָנוּ בְּנֹתֵיכֶם תִּתְּנוּ לָנוּ וְאֶת בְּנֹתֵינוּ תִּקְחוּ לָכֶם"", זוהי הצעת יעקב ",False
348,bereshit34,בראשית,34,""" הַרְבּוּ עָלַי מְאֹד מֹהַר וּמַתָּן וְאֶתְּנָה כַּאֲשֶׁר תֹּאמְרוּ אֵלָי"" שכם מוכן לקבל כל סכום שיעקב ובניו יתנו לו",False
349,bereshit34,בראשית,34,בני יעקב הסבירו שבלי ברית מילה לא יהיה איחוד משפחות שכם ויעקב,True
350,bereshit34,בראשית,34,""" וְיֵשְׁבוּ בָאָרֶץ וְיִסְחֲרוּ אֹתָהּ וְהָאָרֶץ הִנֵּה רַחֲבַת יָדַיִם לִפְנֵיהֶם"" אומרים בני יעקב לאנשי שכם",False
357,bereshit34,בראשית,34,"בני יעקב ניצלו את היום בו הכאב על מעשה ברית המילה הוא בשיאו, ותקפו .",True
358,bereshit34,בראשית,34,שמעון ולוי הרגו בעיר שכם את כל התושבים : אנשים נשים וטף,False
359,bereshit34,בראשית,34,את דינה לא הצליחו לחלץ מבית שכם,False
360,bereshit34,בראשית,34,""" עֲכַרְתֶּם אֹתִי לְהַבְאִישֵׁנִי בְּיֹשֵׁב הָאָרֶץ בַּכְּנַעֲנִי וּבַפְּרִזִּי וַאֲנִי מְתֵי מִסְפָּר"", אומרים שמעון ולוי:",False
361,bereshit35,בראשית,35,יעקב נאלץ לעזוב את שכם לאחר מעשה הנקמה של האחים,True
362,bereshit35,בראשית,35,יעקב מחליט מעצמו להגיע לבית אל,False
364,bereshit35,בראשית,35,"לא רדפו אחרי יעקב וביתו, כי שמחו על חיסול שכם",False
365,bereshit35,בראשית,35,יעקב שינה שם העיר בית אל ללוז,False
367,bereshit35,בראשית,35,המקום שנקרא אלון בכות בעקבות מותה של דבורה מינקת רבקה,True
369,bereshit35,בראשית,35,שתי הבטחות נותן ה' ליעקב בהתגלות בפרקנו: זרע וארץ,True
370,bereshit35,בראשית,35,רחל מתה בשכם,True
371,bereshit35,בראשית,35,"""ותקש בלידתה"" פירושו: לידתה היתה קשה וכתוצאה מזה מתה",True
373,bereshit35,בראשית,35,רחל נקברה במערת המכפלה,False
374,bereshit35,בראשית,35,יעקב לא הקים מצבה על מקום קבורת רחל,False
376,bereshit35,בראשית,35,פגישת  יעקב עם אביו יצחק היתה בבאר שבע,False
381,bereshit37,בראשית,37,המעשה ביוסף מתחיל כשהוא בן 17,True
382,bereshit37,בראשית,37,יוסף התחבר אל בני השפחות : גד אשר דן ונפתלי,True
383,bereshit37,בראשית,37,"הביטוי לאהבת יעקב את יוסף, היתה כתונת פסים",True
384,bereshit37,בראשית,37,"האחים של יוסף לא היו צבועים, לכן, לא דיברו איתו",True
385,bereshit37,בראשית,37,החלום הראשון של יוסף היה על השמש הירח ו 11 כוכבים שמשתחוים לו,False
386,bereshit37,בראשית,37,את החלום השני סיפר יוסף רק לאחיו,False
388,bereshit37,בראשית,37,"האחים יצאו עם העדרים , לשכם",True
389,bereshit37,בראשית,37,יוסף חיפש את אחיו בחברון,False
390,bereshit37,בראשית,37,"יוסף מצא את אחיו בדותן , בעזרת ""איש""",True
391,bereshit37,בראשית,37,"האחים כינו את יוסף: ""המפונק""",False
392,bereshit37,בראשית,37,"היו שלוש הצעות מה לעשות עם יוסף: להרוג אותו, להשליך אותו לבור, למכור אותו",True
393,bereshit37,בראשית,37,"ראובן הציע את ההצעה הראשונה , כי הוא לא היה יכול לראות יותר את יוסף",False
394,bereshit37,בראשית,37,יהודה הציע את הצעת המכירה,True
395,bereshit37,בראשית,37,לראובן היתה כוונה להוציא את יוסף מהבור ולהחזירו הביתה לאביו,True
396,bereshit37,בראשית,37,האחים ראו אורחת ישמעאלים באה מהגלבוע,True
397,bereshit37,בראשית,37,סוחרים מדיינים היו הראשונים לקבל את יוסף,True
398,bereshit37,בראשית,37,"כתונת הפסים מלאת דם, היתה ההוכחה שיוסף נטרף",True
399,bereshit37,בראשית,37,יעקב התאבל על מות יוסף הרבה זמן בלי לקבל נחמה,True
400,bereshit37,בראשית,37,במצרים קנה את יוסף שר המשקים,False
