file_name,book,chapter,question
yehoshua-23,,," טוב או רע, יהיה לישראל בהתאם להתנהגותו"
yehoshua-23,,,"אם יבוא רע על ישראל, הוא יהיה מאוד קיצוני: ""עַד הַשְׁמִידוֹ אוֹתְכֶם מֵעַל הָאֲדָמָה הַטּוֹבָה הַזֹּאת"""
yehoshua-23,,,"""וְחָרָה אַף ה’ בָּכֶם"", אם לא תשמעו בקולו"
yehoshua-23,,,"""וְחָרָה אַף ה’ בָּכֶם"" פירושו: כעסו של ה' יהיה מאוד גדול"
yehoshua-23,,,כעסו של ה' יהיה בגלל עבודת האלילים של ישראל
bamidbar23,במדבר פרק כג,במדבר פרק כג,"בנסיון ראשון של בלעם לקלל, הוא אומר לבלק לבנות  7 מזבחות"
bamidbar23,במדבר פרק כג,במדבר פרק כג,"""וילך שפי"" פירושו: יחידי"
bamidbar23,במדבר פרק כג,במדבר פרק כג,"""ויקר"" פירושו ה' פגש את בלעם בכבוד גדול"
bamidbar23,במדבר פרק כג,במדבר פרק כג,""" לְכָה אָרָה לִּי יַעֲקֹב וּלְכָה זֹעֲמָה יִשְׂרָאֵל"": בלק ביקש שיקלל את ישראל בשני שמותם."
bamidbar23,במדבר פרק כג,במדבר פרק כג,""" מָה אֶקֹּב לֹא קַבֹּה אֵל וּמָה אֶזְעֹם לֹא זָעַם ה’"": ה' לא מקלל את ישראל."
bamidbar23,במדבר פרק כג,במדבר פרק כג,"במשפט הבא מתכוין בלעם לאבות ראשוני האומה: ""כִּי מֵרֹאשׁ צֻרִים אֶרְאֶנּוּ וּמִגְּבָעוֹת אֲשׁוּרֶנּו"""
bamidbar23,במדבר פרק כג,במדבר פרק כג,""" הֶן עָם לְבָדָד יִשְׁכֹּן וּבַגּוֹיִם לֹא יִתְחַשָּׁב"", פירושו : ישראל קיימים תמיד, לא כמו עמים אחרים שנעלמים."
bamidbar23,במדבר פרק כג,במדבר פרק כג,בלעם מאחל לעצמו סוף שונה מסופו של עם ישראל
bamidbar23,במדבר פרק כג,במדבר פרק כג,בלק כועס על בלעם בגלל הברכות
bamidbar23,במדבר פרק כג,במדבר פרק כג,"בלעם עונה לבלק: "" הֲלֹא אֵת אֲשֶׁר יָשִׂים ה’ בְּפִי אֹתוֹ אֶשְׁמֹר לְדַבֵּר"""
bamidbar23,במדבר פרק כג,במדבר פרק כג,"""וקבנו לי"" מצווה בלק על בלעם: קלל אותם בשבילי"
bamidbar23,במדבר פרק כג,במדבר פרק כג,שדה צופים הוא המקום ממנו רואים את כל מחנה ישראל
bamidbar23,במדבר פרק כג,במדבר פרק כג,שדה צופים הוא המקום שלקח בלק את בלעם לקראת הברכה השנייה
bamidbar23,במדבר פרק כג,במדבר פרק כג,""" וְאָנֹכִי אִקָּרֶה כֹּה"" אומר בלעם לבלק, וכוונתו אולי יאמר לי ה' משהו"
bamidbar23,במדבר פרק כג,במדבר פרק כג,בלעם בדבריו מבהיר: ה' בירך את ישראל ואני לא יכול לשנות זאת
bamidbar23,במדבר פרק כג,במדבר פרק כג,""" ה’ אֱלֹהָיו עִמּוֹ וּתְרוּעַת מֶלֶךְ בּוֹ"", גם כשישראל חוטאים ה' נמצא בתוכם"
bamidbar23,במדבר פרק כג,במדבר פרק כג,""" כִּי לֹא נַחַשׁ בְּיַעֲקֹב וְלֹא קֶסֶם בְּיִשְׂרָאֵל"", אין בישראל קוסמים ומנחשים"
bamidbar23,במדבר פרק כג,במדבר פרק כג,"בדבריו הבאים מתאר בלעם את חריצותם למען המצוות משעות הבוקר: "" הֶן עָם כְּלָבִיא יָקוּם וְכַאֲרִי יִתְנַשָּׂא"""
bamidbar23,במדבר פרק כג,במדבר פרק כג,"בלק כועס על הברכה השנייה ואומר , אם לא קללת, לפחות לא היית מברך אותם"
bamidbar23,במדבר פרק כג,במדבר פרק כג,"בלק עונה לבלעם: "" כֹּל אֲשֶׁר יְדַבֵּר ה’ אֹתוֹ אֶעֱשֶׂה"":
 "
shmuela27_28,שמואל א',"פרקים כז, כח",דוד החליט לעבור לגת כי היה חברו של אכיש
shmuela27_28,שמואל א',"פרקים כז, כח",דוד ביקש מאכיש עיר עבורו ואנשיו
shmuela27_28,שמואל א',"פרקים כז, כח",דוד הסביר לאכיש שהוא כבר מאוד רוצה עיר מלוכה לעצמו
shmuela27_28,שמואל א',"פרקים כז, כח","דוד היה כנה עם אכיש, ודיווח לו במדוייק על כל מעשה שעשה"
shmuela27_28,שמואל א',"פרקים כז, כח",אכיש היה בטוח שדוד לא יוכל לשוב לעמו
shmuela27_28,שמואל א',"פרקים כז, כח",אכיש הציע לדוד להצטרף למלחמה נגד ישראל
shmuela27_28,שמואל א',"פרקים כז, כח","שאול בקנאתו לה', השמיד את האובות והידעונים מהארץ"
shmuela27_28,שמואל א',"פרקים כז, כח",הפלישתים חנו בגלבוע ושאול חנה בשונם
shmuela27_28,שמואל א',"פרקים כז, כח","שאול לא רצה לשאול את ה', אלא חיפש בעלת אוב"
shmuela27_28,שמואל א',"פרקים כז, כח",שאול התחפש כדי שלא תזהה אותו בעלת האוב
shmuela27_28,שמואל א',"פרקים כז, כח","בעין דור נמצאה בעלת אוב , אך היא פחדה למלא את בקשת שאול"
shmuela27_28,שמואל א',"פרקים כז, כח","כשראתה בעלת האוב שהיא העלתה את שמואל , הבינה שהעומד לפניה הוא שאול"
shmuela27_28,שמואל א',"פרקים כז, כח",תאור שמואל: איש זקן עוטה מעיל
shmuela27_28,שמואל א',"פרקים כז, כח",שאול מסביר את מצוקתו לשמואל: פלישתים באים להילחם בו וה' אינו עונה לו
shmuela27_28,שמואל א',"פרקים כז, כח",שמואל עונה לשאול שינצח מחר בקרב עם פלישתים
shmuela27_28,שמואל א',"פרקים כז, כח",שמואל אומר לשאול  שה' כועס על שאול ולכן הממלכה תעבור לדוד
shmuela27_28,שמואל א',"פרקים כז, כח",שתי סיבות ששאול נופל: א. הוא מאוד פחד מנבואת שמואל. ב. לא היה לו כוח 
shmuela27_28,שמואל א',"פרקים כז, כח",כשהאישה רואה את עייפותו היא מציעה לשאול שישאר ללון בביתה בעין דור
shmuela27_28,שמואל א',"פרקים כז, כח",שני העבדים והאישה משכנעים את שאול שיאכל משהו שיהיה לו כוח
shmuela27_28,שמואל א',"פרקים כז, כח",שאול עוזב את בית בעלת האוב בעין דור בלי לאכול
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",לדעת רש'י החיבור בין צרעת מרים לביו המעשה במרגלים הינה לשון הרע
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",לשליחות נבחרו אנשים פשוטים
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","המרגלים קיבלו רק שתי משימות לבדוק: חוזק האוכלוסיה, טיב הארץ."
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","ויבוא עד חברון...."" רק כלב הגיע לשם , כדי לבקש מהאבות כושר עמידה מול חבריו המרגלים"
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",המרגלים חזרו אחרי 50 יום
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","התרים את הארץ הביאו עימם: אשכול ענבים, תאנים ותפוזים"
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","כל דבר שקר, שאין בו מעט אמת אינו מתקיים. לכן, פתחו המרגלים בשבח הארץ"
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",כלב השתיק את העם כשהוא קורא: הרק זאת עשה לנו משה?
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",המרגלים חטאו בזה שהביעו חוות דעת 
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","תגובות העם לדברי המרגלים: בכי, תלונה, רוצים לשוב מצרימה"
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","יהושע וכלב הגיבו על תלונות העם באמרם: הארץ טובה, הכל תלוי בה' לכן יש לבטוח בו, העמים בארץ חשובים לכלום."
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",העם הגיב על דברי השניים בשמחה
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",ה' ביקש להשמיד את העם בעקבות תגובותיו
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","משה מעלה טיעונים נגד השמדת ישראל: העמים יאמרו אין כוח לה' להתמודד מול עממי כנען, הוא משתמש ב 13 המידות של ה' אותם לימדו ה' לאחר חטא העגל."
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","בעיקבות תפילת משה: ה' סולח לעם, אבל, העם היוצא ממצרים מגיל 20 שנה ומעלה לא ייכנס לארץ, לכן, יסתובבו במדבר 40 שנה עד שימותו כולם"
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","השכר שקיבלו יהושע וכלב היה, כניסה לארץ ולכלב הובטחה העיר חברון"
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","ה' אומר: ""חַי אָנִי נְאֻם ה' אִם לֹא כַּאֲשֶׁר דִּבַּרְתֶּם בְּאָזְנָי כֵּן אֶעֱשֶׂה לָכֶם"": זוהי תגובה לבקשת העם רוצים לכבוש את הארץ"
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",כאשר העם שומע את הגזירה הוא מתאבל ורוצה לעלות ולכבוש את הארץ
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש",משה מסכים שיעלו ויכבשו 
bamidbar13_14,"במדבר פרקים יג , יד   חטא המרגלים והעונש","במדבר פרקים יג , יד   חטא המרגלים והעונש","תוצאות הקרב של המעפילים  מול הכנעני והעמלקי , תבוסה קשה"
yehoshua-9,,,העמים בארץ שמעו את מה שקרה ליריחו והעי . החליטו להתקבץ יחד כדי להילחם עם ישראל
yehoshua-9,,,הגבעונים החליטו להצטרף להתארגנות נגד ישראל
yehoshua-9,,,הגבעונים החליטו לרמות את ישראל
yehoshua-9,,,"הגבעונים הצטיידו בציוד חדיש ביותר, ומזון שרואים שיצא רק היום מהמפעלים"
yehoshua-9,,,שק בלה = שק חדש
yehoshua-9,,,נאד יין מבוקע = כד יין שהתבקע
yehoshua-9,,,לחם מלא ניקודים = לחם ישן מעופש
yehoshua-9,,,הגבעונים ביקשו כריתת ברית עם ישראל בטענה שאינם שייכים לעממי כנען
yehoshua-9,,,'איש ישראל' שאלו את הגבעונים: אולי אתם גרים כאן קרוב
yehoshua-9,,,הגבעונים אומרים ליהושע שהם שמעו מה שישראל עשו לסיחון ולעוג
yehoshua-9,,,הגבעונים אומרים שהנהגת עמם שלחה אותם כדי שיכרתו ברית עם ישראל
yehoshua-9,,,הגבעונים מספרים שהלכו ימים רבים ומוכיחים זאת על ידי פצעי ההליכה שסבלו מהם בדרך
yehoshua-9,,,"בני ישראל שוכנעו, יהושע והזקנים כרתו עימם ברית בשבועה"
yehoshua-9,,,בני ישראל לא שאלו את ה' בעניין הברית עם הגבעונים
yehoshua-9,,,שבוע אחרי הברית נודע לישראל שהגבעונים קרובים ויושבים בארץ ישראל/כנען
yehoshua-9,,,"ערי גבעון היו: גבעון, הכפירה, בארות וקרית יערים"
yehoshua-9,,,בני ישראל לא היכו את הגבעונים בגלל השבועה
yehoshua-9,,,בני ישראל הפכו את הגבעונים לחוטבי מים ושואבי עצים.  כלומר לעבדים
yehoshua-9,,,"הגבעונים הסבירו ליהושע כי הם רימו את ישראל , כי זה כיף לרמות את היהודים"
yehoshua-9,,,יהושע הציל את הגבעונים מידי ישראל שרצו להרוג אותם
shmuelb4_5,שמואל ב',,הבהלה בממלכת איש בושת היתה גדולה כששמעו על מות אבנר
shmuelb4_5,שמואל ב',,בענה ורכב היו שרי גדוד בצבא איש בושת
shmuelb4_5,שמואל ב',,בענה ורכב היו משבט בנימין
shmuelb4_5,שמואל ב',,ליהונתן בן  היה בן נכה בשם מפיבושת 
shmuelb4_5,שמואל ב',,מפיבושת נעשה נכה בגיל 6
shmuelb4_5,שמואל ב',,מפיבושת נעשה נכה כששמעו על התבוסה של דוד מול עמלק
shmuelb4_5,שמואל ב',,מפיבושת נעשה נכה בטיול במדבר יהודה
shmuelb4_5,שמואל ב',,רכב ובענה רצחו את איש בושת כשנח את מנוחת הצהריים
shmuelb4_5,שמואל ב',,רכב ובענה לקחו איתם את כל גופת  איש בושת והביאוהו לדוד
shmuelb4_5,שמואל ב',,"""וַיִּתֵּן יְדֹוָד לַאדֹנִי הַמֶּלֶךְ נְקָמוֹת הַיּוֹם הַזֶּה מִשָּׁאוּל וּמִזַּרְעוֹ"":  אמר אבנר לדוד
"
shmuelb4_5,שמואל ב',,דוד מגיב בשמחה בראותו את איש בושת המת
shmuelb4_5,שמואל ב',,הוא נותן ציון לשבח לרכב ובענה
shmuelb4_5,שמואל ב',,"נציגי השבטים מגיעים אל דוד לחברון, ממליכים אותו על כל ישראל"
shmuelb4_5,שמואל ב',,סך ימי מלכות דוד 40 שנה
shmuelb4_5,שמואל ב',,"העיר יבוס , היא ירושלים"
shmuelb4_5,שמואל ב',,"דוד התיישב במצודה , הוא קרא לה עיר דוד"
shmuelb4_5,שמואל ב',,חירם מלך צור יצא להילחם בדוד
shmuelb4_5,שמואל ב',,11 ילדים נולדו לדוד בירושלים
shmuelb4_5,שמואל ב',,"הפלישתים עלו דרך עמק רפאים לתקוף את דוד, דוד תקף אותם בבעל פרצים ונצח"
shmuelb4_5,שמואל ב',,"מלחמה שנייה נגד הפלישתים, שוב ניצחון של דוד כי שמע בקול ה'"
bamidbar14,במדבר פרק יד,במדבר פרק יד,טיעון ראשון של הבוכים: הלואי שהיינו מתים במדבר
bamidbar14,במדבר פרק יד,במדבר פרק יד,טיעון שני של הבוכים: אם היינו מגיעים לארץ היינו ניצלים ממוות
bamidbar14,במדבר פרק יד,במדבר פרק יד,אמרו אחד לשני: מחליטים לחזור למצרים
bamidbar14,במדבר פרק יד,במדבר פרק יד,יהושע וכלב קרעו את בגדיהם
bamidbar14,במדבר פרק יד,במדבר פרק יד,יהושע וכלב טענו: טובה הארץ מאוד מאוד
bamidbar14,במדבר פרק יד,במדבר פרק יד,יהושע וכלב טענו: הכל תלוי ברצון ה'
bamidbar14,במדבר פרק יד,במדבר פרק יד,העם שמח מאוד על דברי יהושע וכלב
bamidbar14,במדבר פרק יד,במדבר פרק יד,ה' רוצה להשמיד את ישראל בדבר
bamidbar14,במדבר פרק יד,במדבר פרק יד,משה טוען לפני ה': העמים יאמרו שאינך מסוגל להביא את ישראל לארץ
bamidbar14,במדבר פרק יד,במדבר פרק יד,ה' סולח לאחר שהוא שומע את ציטוט 13 המידות ממשה
bamidbar14,במדבר פרק יד,במדבר פרק יד,"ה' מעניש, ע'י המתת כל יוצאי מצרים (מגיל 20), במדבר"
bamidbar14,במדבר פרק יד,במדבר פרק יד,גם כלב ויהושע ימותו
bamidbar14,במדבר פרק יד,במדבר פרק יד,"כעונש, נקבעו 30 שנה לנדודי ישראל  במדבר "
bamidbar14,במדבר פרק יד,במדבר פרק יד,המרגלים מתו במגיפה
bamidbar14,במדבר פרק יד,במדבר פרק יד,"כשהעם שומע את העונש, הוא מתאבל"
bamidbar14,במדבר פרק יד,במדבר פרק יד,"כשהעם שומע את העונש, הוא מחליט כן לעלות ולכבוש את הארץ"
bamidbar14,במדבר פרק יד,במדבר פרק יד,משה מעודד את העם להילחם בעמלקי והכנעני
bamidbar14,במדבר פרק יד,במדבר פרק יד,ארון הברית היה בראש מחנה הלוחמים
bamidbar14,במדבר פרק יד,במדבר פרק יד,הנצחון על העמלקי והכנעני היה גדול
bamidbar14,במדבר פרק יד,במדבר פרק יד,מקום הקרב היה בחרמה
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",שבע בן בכרי היה משבט יהודה
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",קריאת המרד: אין לנו חלק בדוד ולא נחלה לנו בבן ישי איש לאוהליו ישראל
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",אחרי קריאת המרד נטשו אנשי יהודה את דוד 
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","פעולה ראשונה, בהגיע דוד לירושלים, נתן את 10 פילגשיו ב'בית משמרת'"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","דוד נותן הוראה לשר הצבא עמשא, לאסוף בתוך 5 ימים את צבא שבט יהודה"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",עמשא מאחר ודוד מטיל על יואב את הרדיפה אחרי שבע בן בכרי
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",בגבעון מתקיימת הפגישה בין עמשא ליואב בה נרצח עמשא ע'י יואב
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",יואב חיפש אבן מתאימה שתוכל להרוג את שבע
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","נער יואב משך את גופת עמשא מהמסילה (הדרך) , וכך הצטרפו לוחמי יהודה אל יואב במירדף אחרי שבע בן בכרי"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",שבע התבצר באבל בית מעכה
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",העיר אבל בית מעכה נמצאת בצפון הארץ
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",יואב והצבא החלו בפעילות מצור כדי לכבוש את אבל בית מעכה
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",אשה חכמה מהעיר קראה ליואב להתקרב כי היא רצתה להרוג אותו
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",האישה החכמה שואלת את יואב למה הוא מנסה לחסל את אבל בית מעכה
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",יואב משיב לה שזאת מדיניות דוד להרוס את כל צפון הארץ
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",האישה מבטיחה ליואב שאנשי העיר יהרגו את שבע בן בכרי
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",אחרי מות שבע בן בכרי חזר יואב אל המלך 
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",יואב חזר להיות שר צבא דוד
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",בניהו בן יהוידע פיקד על הכרתי והפליתי
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",אדורם (אדונירם) היה שר המס של דוד
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","רעב של 3 שנים גורם שדוד יפנה לקב'ה בשאלה, מדוע זה קורה?"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",ה' עונה לדוד שהרעב הוא בגלל התנהגות הגבעונים כלפי ישראל
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",דוד שואל את הגבעונים מהי הכפרה אותה יכול הוא לעשות למענם כדי שייפסק הרעב 
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",הגבעונים דורשים הרבה כסף וזהב כתמורה לצרותיהם
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",הגבעונים מבקשים להמית  10 צאצאים מבית שאול 
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",התנ'ך מדגיש שהגבעונים אינם שייכים לעם ישראל
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","דוד מוסר לידי הגבעונים את מפיבושת , את בני מירב בת שאול ואת בני רצפה בת איה פילגש שאול"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","רצפה בת איה פילגש שאול , היתה העילה של אבנר בן נר להציע לדוד מלכות על כלל ישראל"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",בגלל שמירתה המסורה של רצפה בת איה לא נפגעו גופות הנירצחים ע'י עופות דורסים
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול",דוד עושה לוויה ממלכתית לשאול ויהונתן בחברון
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","הפלישתי שכמעט הרג את דוד הוא, סבכי החושתי"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","הרפה, היתה פלישתית שנולדו לה ילדים מיוחדים שהיוו בעייה ללוחמי ישראל"
shmuelb20_21,שמואל ב',"פרק כ - מרד שבע בן בכרי,  פרק כא – הגבעונים ונקמתם בבית שאול","ישבי, סף , גלית , איש מדון (עם 6 אצבעות במקום 5), היו בני הרפה"
shmuelb24,פרק אחרון בשמואל ב',,ה' כעס על ישראל ולכן נדחף דוד לפקוד את העם
shmuelb24,פרק אחרון בשמואל ב',,הסיבות שה' כעס על ישראל מופיעות בפרקנו
shmuelb24,פרק אחרון בשמואל ב',,"דוד נותן את ההוראה ליפקוד את ישראל, לבניהו בן יהוידע"
shmuelb24,פרק אחרון בשמואל ב',,יואב שמח על הרעיון לפקוד את העם
shmuelb24,פרק אחרון בשמואל ב',,"יואב אומר לדוד: ""ויוסף ה' אלוקיך אל העם כהם וכהם מאה פעמים...."""
shmuelb24,פרק אחרון בשמואל ב',,"המיפקד התחיל בעבר הירדן המזרחי, בערוער"
shmuelb24,פרק אחרון בשמואל ב',,"בצפון הגיעו הפוקדים עד דן, "
shmuelb24,פרק אחרון בשמואל ב',,מצור וצידון פנו הפוקדים צפונה והגיעו עד באר שבע
shmuelb24,פרק אחרון בשמואל ב',,המיפקד ארך 9 חודשים ו  20 יום
shmuelb24,פרק אחרון בשמואל ב',,תוצאות המיפקד: מליון ו 300 אלף לוחמים
shmuelb24,פרק אחרון בשמואל ב',,דוד לא התחרט על ביצוע המיפקד
shmuelb24,פרק אחרון בשמואל ב',,"דוד פונה לה' : ""...העבר נא את עוון עבדך כי נסכלתי מאוד"""
shmuelb24,פרק אחרון בשמואל ב',,גד הנביא מביא לדוד 5 הצעות מה'
shmuelb24,פרק אחרון בשמואל ב',,"דוד בוחר להיות ביד ה' שרבים רחמיו, ולא ליפול בידי אדם"
shmuelb24,פרק אחרון בשמואל ב',,"מגיפת דבר פורצת בעם, מספר המתים 50 אלף"
shmuelb24,פרק אחרון בשמואל ב',,"דוד מבקש שה' יפגע בו, כי הוא חטא, ולא בעם"
shmuelb24,פרק אחרון בשמואל ב',,"דוד בהוראת ה' מבקש ליקנות את גורן ארונה היבוסי, בחברון"
shmuelb24,פרק אחרון בשמואל ב',,"מטרת קניית הגורן, כדי להקים עליו מזבח, וכך תיעצר המגיפה"
shmuelb24,פרק אחרון בשמואל ב',,"למימון הקנייה של הגורן (הוא הר המוריה), לקח דוד 50 שקל מכל שבט"
shmuelb24,פרק אחרון בשמואל ב',,המגיפה המשיכה על – אף הקמת המיזבח והקרבת העולות והשלמים ע'י דוד
yehoshua-1,,,כינויו של משה בפי ה':  'עבדי'
yehoshua-1,,,"תפקידו של יהושע, לא להכניס את העם לארץ"
yehoshua-1,,,כל מקום שידרוך בו עם ישראל – יהיה שייך לישראל
yehoshua-1,,,"גבולות הארץ: בדרום, מדבר סיני"
yehoshua-1,,,בצפון הגבול הוא נהר פרת 
yehoshua-1,,,ה' לא מבטיח ליהושע שיהיה איתו
yehoshua-1,,,"ביטוי ראשון של 'חזק ואמץ' בפי ה' , שליהושע יהיה הכוח להנחיל את הארץ לשבטים"
yehoshua-1,,,"ביטוי שני של 'חזק ואמץ', לשמור את חוקי ה'"
yehoshua-1,,,ספר התורה צריך להיות בפי ישראל יומם ולילה
yehoshua-1,,,"'חזק ואמץ' השלישי , לא לפחוד, כי ה' איתו"
yehoshua-1,,,"שוטרי העם מקבלים הוראה מיהושע, להכין את העם למסע כניסה לארץ בעוד 10 ימים"
yehoshua-1,,,לשניים וחצי השבטים מצווה יהושע למלא את הסיכום עם משה
yehoshua-1,,,"שניים וחצי השטים הינם: דן, אשר ונפתלי חצי"
yehoshua-1,,,2 וחצי השבטים התחייבו להיות חלוץ בכיבוש הארץ
yehoshua-1,,,חלוץ = ראשון
yehoshua-1,,,הנשים והילדים וכל רכוש 2 וחצי השבטים יישאר בבתיהם בעבר הירדן המזרחי כאשר הגברים יעזרו בכיבוש הארץ
yehoshua-1,,,תפקיד 2 וחצי השבטים יסתיים כאשר ייגמר כיבוש הארץ
yehoshua-1,,,2 וחצי השבטים מסכימים להנחיות של  יהושע
yehoshua-1,,,2 וחצי השבטים מבטיחים שישמעו ליהושע כמו ששמעו אל משה
yehoshua-1,,,2 וחצי השבטים מסיימים את דבריהם ליהושע ב'חזק ואמץ'
shoftim14,ב'ה			                      שופטים                                 שם________,                       פרק יד     	     		,האשה הראשונה שבחר לעצמו שמשון היתה אמורית
shoftim14,ב'ה			                      שופטים                                 שם________,                       פרק יד     	     		,הוריו של שמשון שמחים על הבחירה שלו את האישה
shoftim14,ב'ה			                      שופטים                                 שם________,                       פרק יד     	     		,מה' היתה הבחירה הזאת לשמש כסיבה לפגוע בפלישתים
